Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00        5     0.00     0.00  __gnu_cxx::new_allocator<double>::~new_allocator()
  0.00      0.00     0.00        5     0.00     0.00  std::allocator<double>::~allocator()
  0.00      0.00     0.00        4     0.00     0.00  void std::_Destroy_aux<true>::__destroy<double*>(double*, double*)
  0.00      0.00     0.00        4     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long)
  0.00      0.00     0.00        4     0.00     0.00  std::remove_reference<Solver*&>::type&& std::move<Solver*&>(Solver*&)
  0.00      0.00     0.00        4     0.00     0.00  void std::_Destroy<double*>(double*, double*)
  0.00      0.00     0.00        4     0.00     0.00  void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&)
  0.00      0.00     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<double>::new_allocator()
  0.00      0.00     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<double>::max_size() const
  0.00      0.00     0.00        3     0.00     0.00  std::vector<double, std::allocator<double> >::size() const
  0.00      0.00     0.00        3     0.00     0.00  std::allocator<double>::allocator()
  0.00      0.00     0.00        3     0.00     0.00  std::_Head_base<0ul, ImplicitEuler*, false>::_M_head(std::_Head_base<0ul, ImplicitEuler*, false>&)
  0.00      0.00     0.00        3     0.00     0.00  std::_Tuple_impl<0ul, ImplicitEuler*, std::default_delete<ImplicitEuler> >::_M_head(std::_Tuple_impl<0ul, ImplicitEuler*, std::default_delete<ImplicitEuler> >&)
  0.00      0.00     0.00        3     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl()
  0.00      0.00     0.00        3     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data()
  0.00      0.00     0.00        3     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::~_Vector_base()
  0.00      0.00     0.00        3     0.00     0.00  std::__uniq_ptr_impl<ImplicitEuler, std::default_delete<ImplicitEuler> >::_M_ptr()
  0.00      0.00     0.00        3     0.00     0.00  std::vector<double, std::allocator<double> >::~vector()
  0.00      0.00     0.00        3     0.00     0.00  ImplicitEuler*& std::__get_helper<0ul, ImplicitEuler*, std::default_delete<ImplicitEuler> >(std::_Tuple_impl<0ul, ImplicitEuler*, std::default_delete<ImplicitEuler> >&)
  0.00      0.00     0.00        3     0.00     0.00  std::tuple_element<0ul, std::tuple<ImplicitEuler*, std::default_delete<ImplicitEuler> > >::type& std::get<0ul, ImplicitEuler*, std::default_delete<ImplicitEuler> >(std::tuple<ImplicitEuler*, std::default_delete<ImplicitEuler> >&)
  0.00      0.00     0.00        3     0.00     0.00  std::remove_reference<main::{lambda(double, double)#1}&>::type&& std::move<main::{lambda(double, double)#1}&>(std::remove_reference&&)
  0.00      0.00     0.00        3     0.00     0.00  double& std::forward<double&>(std::remove_reference<double&>::type&)
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long)
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&)
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&)
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const
  0.00      0.00     0.00        2     0.00     0.00  std::unique_ptr<Solver, std::default_delete<Solver> >::get() const
  0.00      0.00     0.00        2     0.00     0.00  std::unique_ptr<Solver, std::default_delete<Solver> >::operator->() const
  0.00      0.00     0.00        2     0.00     0.00  std::__uniq_ptr_impl<Solver, std::default_delete<Solver> >::_M_ptr() const
  0.00      0.00     0.00        2     0.00     0.00  std::allocator<double>::allocator(std::allocator<double> const&)
  0.00      0.00     0.00        2     0.00     0.00  std::_Head_base<0ul, Solver*, false>::_M_head(std::_Head_base<0ul, Solver*, false> const&)
  0.00      0.00     0.00        2     0.00     0.00  std::_Head_base<0ul, Solver*, false>::_M_head(std::_Head_base<0ul, Solver*, false>&)
  0.00      0.00     0.00        2     0.00     0.00  std::_Head_base<1ul, std::default_delete<Solver>, true>::_M_head(std::_Head_base<1ul, std::default_delete<Solver>, true>&)
  0.00      0.00     0.00        2     0.00     0.00  std::unique_ptr<Solver, std::default_delete<Solver> >::get_deleter()
  0.00      0.00     0.00        2     0.00     0.00  std::_Tuple_impl<0ul, Solver*, std::default_delete<Solver> >::_M_head(std::_Tuple_impl<0ul, Solver*, std::default_delete<Solver> > const&)
  0.00      0.00     0.00        2     0.00     0.00  std::_Tuple_impl<0ul, Solver*, std::default_delete<Solver> >::_M_head(std::_Tuple_impl<0ul, Solver*, std::default_delete<Solver> >&)
  0.00      0.00     0.00        2     0.00     0.00  std::_Tuple_impl<1ul, std::default_delete<Solver> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<Solver> >&)
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long)
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl()
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_base()
  0.00      0.00     0.00        2     0.00     0.00  std::__uniq_ptr_impl<Solver, std::default_delete<Solver> >::_M_deleter()
  0.00      0.00     0.00        2     0.00     0.00  std::__uniq_ptr_impl<Solver, std::default_delete<Solver> >::_M_ptr()
  0.00      0.00     0.00        2     0.00     0.00  std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long)
  0.00      0.00     0.00        2     0.00     0.00  std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long)
  0.00      0.00     0.00        2     0.00     0.00  std::vector<double, std::allocator<double> >::vector()
  0.00      0.00     0.00        2     0.00     0.00  std::_Any_data::_M_access()
  0.00      0.00     0.00        2     0.00     0.00  Solver* const& std::__get_helper<0ul, Solver*, std::default_delete<Solver> >(std::_Tuple_impl<0ul, Solver*, std::default_delete<Solver> > const&)
  0.00      0.00     0.00        2     0.00     0.00  Solver*& std::__get_helper<0ul, Solver*, std::default_delete<Solver> >(std::_Tuple_impl<0ul, Solver*, std::default_delete<Solver> >&)
  0.00      0.00     0.00        2     0.00     0.00  std::default_delete<Solver>& std::__get_helper<1ul, std::default_delete<Solver>>(std::_Tuple_impl<1ul, std::default_delete<Solver>>&)
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
  0.00      0.00     0.00        2     0.00     0.00  double const* std::__niter_base<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
  0.00      0.00     0.00        2     0.00     0.00  double* std::__niter_base<double*>(double*)
  0.00      0.00     0.00        2     0.00     0.00  double* std::__niter_wrap<double*>(double* const&, double*)
  0.00      0.00     0.00        2     0.00     0.00  std::tuple_element<0ul, std::tuple<Solver*, std::default_delete<Solver> > >::type const& std::get<0ul, Solver*, std::default_delete<Solver> >(std::tuple<Solver*, std::default_delete<Solver> > const&)
  0.00      0.00     0.00        2     0.00     0.00  std::tuple_element<0ul, std::tuple<Solver*, std::default_delete<Solver> > >::type& std::get<0ul, Solver*, std::default_delete<Solver> >(std::tuple<Solver*, std::default_delete<Solver> >&)
  0.00      0.00     0.00        2     0.00     0.00  std::tuple_element<1ul, std::tuple<Solver*, std::default_delete<Solver> > >::type& std::get<1ul, Solver*, std::default_delete<Solver> >(std::tuple<Solver*, std::default_delete<Solver> >&)
  0.00      0.00     0.00        1     0.00     0.00  _GLOBAL__sub_I__Z13error_squaredRKSt6vectorIdSaIdEES3_
  0.00      0.00     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN13ExplicitEuler5solveERKSt8functionIFdddEE
  0.00      0.00     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN13ImplicitEuler5solveERKSt8functionIFdddEE
  0.00      0.00     0.00        1     0.00     0.00  _GLOBAL__sub_I_main
  0.00      0.00     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.00     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.00     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.00     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.00     0.00        1     0.00     0.00  ImplicitEuler::solve(std::function<double (double, double)> const&)
  0.00      0.00     0.00        1     0.00     0.00  ImplicitEuler::ImplicitEuler(double, double, double)
  0.00      0.00     0.00        1     0.00     0.00  ImplicitEuler::~ImplicitEuler()
  0.00      0.00     0.00        1     0.00     0.00  ImplicitEuler::~ImplicitEuler()
  0.00      0.00     0.00        1     0.00     0.00  Solver::print_solution()
  0.00      0.00     0.00        1     0.00     0.00  Solver::initialise_solution()
  0.00      0.00     0.00        1     0.00     0.00  Solver::Solver(double, double, double)
  0.00      0.00     0.00        1     0.00     0.00  Solver::~Solver()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<double>, double>::_S_propagate_on_copy_assign()
  0.00      0.00     0.00        1     0.00     0.00  std::unique_ptr<ImplicitEuler, std::default_delete<ImplicitEuler> >::get() const
  0.00      0.00     0.00        1     0.00     0.00  std::default_delete<Solver>::operator()(Solver*) const
  0.00      0.00     0.00        1     0.00     0.00  std::__uniq_ptr_impl<ImplicitEuler, std::default_delete<ImplicitEuler> >::_M_ptr() const
  0.00      0.00     0.00        1     0.00     0.00  std::basic_string_view<char, std::char_traits<char> >::data() const
  0.00      0.00     0.00        1     0.00     0.00  std::basic_string_view<char, std::char_traits<char> >::size() const
  0.00      0.00     0.00        1     0.00     0.00  std::vector<double, std::allocator<double> >::end() const
  0.00      0.00     0.00        1     0.00     0.00  std::vector<double, std::allocator<double> >::begin() const
  0.00      0.00     0.00        1     0.00     0.00  std::vector<double, std::allocator<double> >::capacity() const
  0.00      0.00     0.00        1     0.00     0.00  std::_Head_base<0ul, ImplicitEuler*, false>::_M_head(std::_Head_base<0ul, ImplicitEuler*, false> const&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Head_base<0ul, ImplicitEuler*, false>::_Head_base()
  0.00      0.00     0.00        1     0.00     0.00  std::_Head_base<1ul, std::default_delete<ImplicitEuler>, true>::_M_head(std::_Head_base<1ul, std::default_delete<ImplicitEuler>, true>&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Head_base<1ul, std::default_delete<ImplicitEuler>, true>::_Head_base()
  0.00      0.00     0.00        1     0.00     0.00  std::unique_ptr<ImplicitEuler, std::default_delete<ImplicitEuler> >::get_deleter()
  0.00      0.00     0.00        1     0.00     0.00  std::unique_ptr<ImplicitEuler, std::default_delete<ImplicitEuler> >::release()
  0.00      0.00     0.00        1     0.00     0.00  std::unique_ptr<ImplicitEuler, std::default_delete<ImplicitEuler> >::unique_ptr<std::default_delete<ImplicitEuler>, void>(ImplicitEuler*)
  0.00      0.00     0.00        1     0.00     0.00  std::unique_ptr<ImplicitEuler, std::default_delete<ImplicitEuler> >::~unique_ptr()
  0.00      0.00     0.00        1     0.00     0.00  std::unique_ptr<Solver, std::default_delete<Solver> >::reset(Solver*)
  0.00      0.00     0.00        1     0.00     0.00  std::unique_ptr<Solver, std::default_delete<Solver> >::~unique_ptr()
  0.00      0.00     0.00        1     0.00     0.00  std::enable_if<std::__and_<std::__and_<std::is_convertible<std::unique_ptr<ImplicitEuler, std::default_delete<ImplicitEuler> >::pointer, Solver*>, std::__not_<std::is_array<ImplicitEuler> > >, std::is_assignable<std::default_delete<Solver>&, std::default_delete<ImplicitEuler>&&> >::value, std::unique_ptr<Solver, std::default_delete<Solver> >&>::type std::unique_ptr<Solver, std::default_delete<Solver> >::operator=<ImplicitEuler, std::default_delete<ImplicitEuler> >(std::unique_ptr<ImplicitEuler, std::default_delete<ImplicitEuler> >&&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Tuple_impl<0ul, ImplicitEuler*, std::default_delete<ImplicitEuler> >::_M_head(std::_Tuple_impl<0ul, ImplicitEuler*, std::default_delete<ImplicitEuler> > const&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Tuple_impl<0ul, ImplicitEuler*, std::default_delete<ImplicitEuler> >::_Tuple_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::_Tuple_impl<1ul, std::default_delete<ImplicitEuler> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<ImplicitEuler> >&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Tuple_impl<1ul, std::default_delete<ImplicitEuler> >::_Tuple_impl()
  0.00      0.00     0.00        1     0.00     0.00  double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)
  0.00      0.00     0.00        1     0.00     0.00  std::char_traits<char>::length(char const*)
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Function_base::_Base_manager<main::{lambda(double, double)#1}>::_M_destroy(std::_Any_data&, std::integral_constant<bool, true>)
  0.00      0.00     0.00        1     0.00     0.00  std::_Function_base::_Base_manager<main::{lambda(double, double)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<main::{lambda(double, double)#1}> const&, std::_Manager_operation)
  0.00      0.00     0.00        1     0.00     0.00  std::_Function_base::_Base_manager<main::{lambda(double, double)#1}>::_M_init_functor(std::_Any_data&, {lambda(double, double)#1}&&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Function_base::_Base_manager<main::{lambda(double, double)#1}>::_M_init_functor(std::_Any_data&, {lambda(double, double)#1}&&, std::integral_constant<bool, true>)
  0.00      0.00     0.00        1     0.00     0.00  bool std::_Function_base::_Base_manager<main::{lambda(double, double)#1}>::_M_not_empty_function<{lambda(double, double)#1}>({lambda(double, double)#1} const&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Function_base::_Function_base()
  0.00      0.00     0.00        1     0.00     0.00  std::_Function_base::~_Function_base()
  0.00      0.00     0.00        1     0.00     0.00  std::default_delete<Solver>::default_delete<ImplicitEuler, void>(std::default_delete<ImplicitEuler> const&)
  0.00      0.00     0.00        1     0.00     0.00  std::__uniq_ptr_impl<ImplicitEuler, std::default_delete<ImplicitEuler> >::_M_deleter()
  0.00      0.00     0.00        1     0.00     0.00  std::__uniq_ptr_impl<ImplicitEuler, std::default_delete<ImplicitEuler> >::__uniq_ptr_impl(ImplicitEuler*)
  0.00      0.00     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&)
  0.00      0.00     0.00        1     0.00     0.00  std::basic_string_view<char, std::char_traits<char> >::basic_string_view(char const*)
  0.00      0.00     0.00        1     0.00     0.00  double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  0.00      0.00     0.00        1     0.00     0.00  double* std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&)
  0.00      0.00     0.00        1     0.00     0.00  std::tuple<ImplicitEuler*, std::default_delete<ImplicitEuler> >::tuple<ImplicitEuler*, std::default_delete<ImplicitEuler>, true>()
  0.00      0.00     0.00        1     0.00     0.00  std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&)
  0.00      0.00     0.00        1     0.00     0.00  std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&)
  0.00      0.00     0.00        1     0.00     0.00  std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&)
  0.00      0.00     0.00        1     0.00     0.00  double* std::vector<double, std::allocator<double> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(unsigned long, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
  0.00      0.00     0.00        1     0.00     0.00  std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&)
  0.00      0.00     0.00        1     0.00     0.00  std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&)
  0.00      0.00     0.00        1     0.00     0.00  std::function<double (double, double)>::function<main::{lambda(double, double)#1}, void, void>(main::{lambda(double, double)#1})
  0.00      0.00     0.00        1     0.00     0.00  std::function<double (double, double)>::~function()
  0.00      0.00     0.00        1     0.00     0.00  main::{lambda(double, double)#1}& std::_Any_data::_M_access<main::{lambda(double, double)#1}>()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, double*>::__type std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&)
  0.00      0.00     0.00        1     0.00     0.00  std::_MakeUniq<ImplicitEuler>::__single_object std::make_unique<ImplicitEuler, double&, double&, double&>(double&, double&, double&)
  0.00      0.00     0.00        1     0.00     0.00  ImplicitEuler* const& std::__get_helper<0ul, ImplicitEuler*, std::default_delete<ImplicitEuler> >(std::_Tuple_impl<0ul, ImplicitEuler*, std::default_delete<ImplicitEuler> > const&)
  0.00      0.00     0.00        1     0.00     0.00  std::default_delete<ImplicitEuler>& std::__get_helper<1ul, std::default_delete<ImplicitEuler>>(std::_Tuple_impl<1ul, std::default_delete<ImplicitEuler>>&)
  0.00      0.00     0.00        1     0.00     0.00  double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*)
  0.00      0.00     0.00        1     0.00     0.00  double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  0.00      0.00     0.00        1     0.00     0.00  double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  0.00      0.00     0.00        1     0.00     0.00  double* std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&)
  0.00      0.00     0.00        1     0.00     0.00  double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&)
  0.00      0.00     0.00        1     0.00     0.00  double* std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&)
  0.00      0.00     0.00        1     0.00     0.00  std::tuple_element<0ul, std::tuple<ImplicitEuler*, std::default_delete<ImplicitEuler> > >::type const& std::get<0ul, ImplicitEuler*, std::default_delete<ImplicitEuler> >(std::tuple<ImplicitEuler*, std::default_delete<ImplicitEuler> > const&)
  0.00      0.00     0.00        1     0.00     0.00  std::tuple_element<1ul, std::tuple<ImplicitEuler*, std::default_delete<ImplicitEuler> > >::type& std::get<1ul, ImplicitEuler*, std::default_delete<ImplicitEuler> >(std::tuple<ImplicitEuler*, std::default_delete<ImplicitEuler> >&)
  0.00      0.00     0.00        1     0.00     0.00  unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      0.00     0.00        1     0.00     0.00  double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  0.00      0.00     0.00        1     0.00     0.00  std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<Solver*> >, std::is_move_constructible<Solver*>, std::is_move_assignable<Solver*> >::value, void>::type std::swap<Solver*>(Solver*&, Solver*&)
  0.00      0.00     0.00        1     0.00     0.00  double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&)
  0.00      0.00     0.00        1     0.00     0.00  std::default_delete<ImplicitEuler>&& std::forward<std::default_delete<ImplicitEuler> >(std::remove_reference<std::default_delete<ImplicitEuler> >::type&)
  0.00      0.00     0.00        1     0.00     0.00  std::basic_ostream<char, std::char_traits<char> >& std::operator<< <char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, std::basic_string_view<char, std::char_traits<char> >)
  0.00      0.00     0.00        1     0.00     0.00  operator new(unsigned long, void*)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2020 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) no time propagated

index % time    self  children    called     name
                0.00    0.00     200/400         std::_Function_handler<double (double, double), main::{lambda(double, double)#1}>::_M_invoke(std::_Any_data const&, double&&, std::_Any_data const&) [14]
                0.00    0.00     200/400         std::function<double (double, double)>::operator()(double, double) const [10]
[8]      0.0    0.00    0.00     400         double&& std::forward<double>(std::remove_reference<double>::type&) [8]
-----------------------------------------------
                0.00    0.00     100/100         std::function<double (double, double)>::operator()(double, double) const [10]
[9]      0.0    0.00    0.00     100         std::_Function_base::_M_empty() const [9]
-----------------------------------------------
                0.00    0.00      20/100         ImplicitEuler::Newton(std::function<double (double, double)> const&, double, double, double)::{lambda(double, double, double, double, std::function<double (double, double)> const&)#1}::operator()(double, double, double, double, std::function<double (double, double)> const&) const [27]
                0.00    0.00      80/100         ImplicitEuler::Newton(std::function<double (double, double)> const&, double, double, double)::{lambda(double, double, double, std::function<double (double, double)> const&)#2}::operator()(double, double, double, std::function<double (double, double)> const&) const [24]
[10]     0.0    0.00    0.00     100         std::function<double (double, double)>::operator()(double, double) const [10]
                0.00    0.00     200/400         double&& std::forward<double>(std::remove_reference<double>::type&) [8]
                0.00    0.00     100/100         std::_Function_base::_M_empty() const [9]
                0.00    0.00     100/100         std::_Function_handler<double (double, double), main::{lambda(double, double)#1}>::_M_invoke(std::_Any_data const&, double&&, std::_Any_data const&) [14]
-----------------------------------------------
                0.00    0.00     100/100         main::{lambda(double, double)#1} const& std::_Any_data::_M_access<main::{lambda(double, double)#1}>() const [12]
[11]     0.0    0.00    0.00     100         std::_Any_data::_M_access() const [11]
-----------------------------------------------
                0.00    0.00     100/100         std::_Function_base::_Base_manager<main::{lambda(double, double)#1}>::_M_get_pointer(std::_Any_data const&) [13]
[12]     0.0    0.00    0.00     100         main::{lambda(double, double)#1} const& std::_Any_data::_M_access<main::{lambda(double, double)#1}>() const [12]
                0.00    0.00     100/100         std::_Any_data::_M_access() const [11]
-----------------------------------------------
                0.00    0.00     100/100         std::_Function_handler<double (double, double), main::{lambda(double, double)#1}>::_M_invoke(std::_Any_data const&, double&&, std::_Any_data const&) [14]
[13]     0.0    0.00    0.00     100         std::_Function_base::_Base_manager<main::{lambda(double, double)#1}>::_M_get_pointer(std::_Any_data const&) [13]
                0.00    0.00     100/100         main::{lambda(double, double)#1} const& std::_Any_data::_M_access<main::{lambda(double, double)#1}>() const [12]
                0.00    0.00     100/100         main::{lambda(double, double)#1} const* std::__addressof<main::{lambda(double, double)#1} const>(main::{lambda(double, double)#1} const&) [15]
-----------------------------------------------
                0.00    0.00     100/100         std::function<double (double, double)>::operator()(double, double) const [10]
